PID,weight,x,y,z,vx,vy,vz
5,1,4.02152e+11,-7.49496e+11,-5.1487e+11,3.37125e+07,-4.83931e+07,2.25625e+07
5,1,4.07129e+11,-7.54445e+11,-4.87097e+11,3.9047e+07,3.76332e+07,3.46746e+07
5,1,4.11356e+11,-7.5335e+11,-4.86175e+11,4.09636e+07,3.6942e+07,3.39807e+07
5,1,4.09294e+11,-7.54936e+11,-4.84296e+11,4.27095e+07,3.62509e+07,3.32943e+07
5,1,4.0606e+11,-7.55743e+11,-4.86357e+11,4.42928e+07,3.55827e+07,3.26107e+07
5,1,4.12526e+11,-7.53054e+11,-4.90104e+11,4.57577e+07,3.49225e+07,3.19286e+07
5,1,4.12672e+11,-7.52632e+11,-4.83936e+11,4.71621e+07,3.4231e+07,3.12472e+07
5,1,4.1287e+11,-7.54827e+11,-4.87905e+11,4.85457e+07,3.34753e+07,3.05642e+07
5,1,4.08449e+11,-7.46953e+11,-4.81306e+11,4.99107e+07,3.2654e+07,2.98764e+07
5,1,4.13087e+11,-7.48591e+11,-4.83527e+11,5.12275e+07,3.17997e+07,2.91825e+07
5,1,4.13657e+11,-7.48974e+11,-4.82398e+11,5.24606e+07,3.09575e+07,2.84847e+07
5,1,4.10728e+11,-7.49186e+11,-4.82246e+11,5.35953e+07,3.01536e+07,2.77872e+07
5,1,4.11118e+11,-7.53703e+11,-4.86126e+11,5.46473e+07,2.9378e+07,2.70933e+07
5,1,4.12141e+11,-7.48769e+11,-4.79653e+11,5.56513e+07,2.85924e+07,2.64028e+07
5,1,4.1414e+11,-7.48293e+11,-4.79937e+11,5.66399e+07,2.77551e+07,2.57118e+07
5,1,4.17507e+11,-7.51275e+11,-4.86508e+11,5.7626e+07,2.68465e+07,2.50155e+07
5,1,4.18214e+11,-7.4644e+11,-4.87048e+11,5.86006e+07,2.58767e+07,2.43116e+07
5,1,4.13688e+11,-7.45606e+11,-4.86775e+11,5.95437e+07,2.48735e+07,2.36023e+07
5,1,4.16083e+11,-7.48175e+11,-4.78739e+11,6.04393e+07,2.38616e+07,2.28931e+07
5,1,4.21032e+11,-7.47087e+11,-4.84958e+11,6.12834e+07,2.28476e+07,2.21906e+07
5,1,4.20111e+11,-7.50165e+11,-4.7819e+11,6.20822e+07,2.18194e+07,2.14998e+07
5,1,4.15856e+11,-7.44409e+11,-4.8404e+11,6.28443e+07,2.07577e+07,2.0824e+07
5,1,4.16623e+11,-7.4331e+11,-4.79027e+11,6.35745e+07,1.96479e+07,2.0166e+07
5,1,4.17112e+11,-7.46836e+11,-4.79603e+11,6.42719e+07,1.84854e+07,1.95296e+07
5,1,4.1957e+11,-7.46827e+11,-4.82997e+11,6.49332e+07,1.72704e+07,1.89198e+07
5,1,4.26497e+11,-7.49538e+11,-4.79674e+11,6.55563e+07,1.59999e+07,1.83414e+07
5,1,4.21178e+11,-7.47343e+11,-4.83427e+11,6.61415e+07,1.46638e+07,1.7797e+07
5,1,4.26562e+11,-7.45477e+11,-4.78683e+11,6.66898e+07,1.32474e+07,1.72862e+07
5,1,4.20378e+11,-7.49838e+11,-4.82651e+11,6.72009e+07,1.17377e+07,1.68059e+07
5,1,4.2642e+11,-7.47442e+11,-4.81766e+11,6.76712e+07,1.01281e+07,1.63524e+07
5,1,4.24543e+11,-7.46102e+11,-4.84151e+11,6.80944e+07,8.41718e+06,1.59227e+07
5,1,4.27028e+11,-7.42269e+11,-4.76815e+11,6.84632e+07,6.60443e+06,1.55156e+07
5,1,4.27429e+11,-7.42973e+11,-4.76968e+11,6.87693e+07,4.68775e+06,1.51301e+07
5,1,4.25825e+11,-7.49387e+11,-4.83422e+11,6.90039e+07,2.66658e+06,1.47645e+07
5,1,4.32736e+11,-7.45789e+11,-4.81817e+11,6.91574e+07,549975,1.44162e+07
5,1,4.28155e+11,-7.45256e+11,-4.82458e+11,6.9221e+07,-1.63703e+06,1.40831e+07
5,1,4.27369e+11,-7.49142e+11,-4.83182e+11,6.91895e+07,-3.85509e+06,1.37661e+07
5,1,4.31726e+11,-7.48906e+11,-4.75487e+11,6.90625e+07,-6.06175e+06,1.34711e+07
5,1,4.32325e+11,-7.47882e+11,-4.75802e+11,6.88435e+07,-8.22626e+06,1.32074e+07
5,1,4.31531e+11,-7.44346e+11,-4.7575e+11,6.85363e+07,-1.03388e+07,1.2985e+07
5,1,4.33157e+11,-7.49275e+11,-4.80814e+11,6.81426e+07,-1.2409e+07,1.28101e+07
5,1,4.32072e+11,-7.49271e+11,-4.76791e+11,6.76604e+07,-1.44563e+07,1.26823e+07
5,1,4.34157e+11,-7.50634e+11,-4.7797e+11,6.7086e+07,-1.65002e+07,1.25948e+07
5,1,4.32609e+11,-7.43075e+11,-4.76741e+11,6.64135e+07,-1.85568e+07,1.25379e+07
5,1,4.37814e+11,-7.44446e+11,-4.77545e+11,6.56335e+07,-2.06412e+07,1.25035e+07
5,1,4.39471e+11,-7.45827e+11,-4.76745e+11,6.47309e+07,-2.27698e+07,1.24885e+07
5,1,4.35443e+11,-7.4728e+11,-4.74478e+11,6.36863e+07,-2.49555e+07,1.24958e+07
5,1,4.33921e+11,-7.4822e+11,-4.8024e+11,6.24817e+07,-2.71964e+07,1.25329e+07
5,1,4.3581e+11,-7.5186e+11,-4.75094e+11,6.11103e+07,-2.94673e+07,1.26089e+07
5,1,4.35639e+11,-7.50905e+11,-4.79705e+11,5.95821e+07,-3.17221e+07,1.27326e+07
5,1,4.36495e+11,-7.46538e+11,-4.80249e+11,5.79195e+07,-3.39106e+07,1.29113e+07
5,1,4.37701e+11,-7.48945e+11,-4.7919e+11,5.61455e+07,-3.59968e+07,1.31502e+07
5,1,4.37482e+11,-7.53744e+11,-4.8047e+11,5.42722e+07,-3.79672e+07,1.3452e+07
5,1,4.39887e+11,-7.50234e+11,-4.76442e+11,5.23014e+07,-3.98217e+07,1.38174e+07
5,1,4.38301e+11,-7.48867e+11,-4.74955e+11,5.02367e+07,-4.15575e+07,1.42444e+07
5,1,4.39123e+11,-7.52148e+11,-4.75441e+11,4.80971e+07,-4.31601e+07,1.47294e+07
5,1,4.38836e+11,-7.52069e+11,-4.73744e+11,4.59193e+07,-4.46067e+07,1.52678e+07
5,1,4.45121e+11,-7.53539e+11,-4.75652e+11,4.37447e+07,-4.58799e+07,1.58543e+07
5,1,4.46551e+11,-7.51251e+11,-4.74414e+11,4.1603e+07,-4.6977e+07,1.64832e+07
5,1,4.421e+11,-7.56477e+11,-4.73654e+11,3.95045e+07,-4.79095e+07,1.71488e+07
5,1,4.45467e+11,-7.5514e+11,-4.7896e+11,3.74447e+07,-4.8695e+07,1.78456e+07
5,1,4.42695e+11,-7.52389e+11,-4.74331e+11,3.54154e+07,-4.9349e+07,1.85699e+07
5,1,4.48107e+11,-7.58606e+11,-4.73892e+11,3.34099e+07,-4.98828e+07,1.93194e+07
5,1,4.45867e+11,-7.61719e+11,-4.40164e+11,3.70265e+07,2.99172e+07,4.26935e+07
5,1,4.47085e+11,-7.62702e+11,-4.40841e+11,3.91222e+07,2.89476e+07,4.21847e+07
5,1,4.49643e+11,-7.57438e+11,-4.39714e+11,4.11698e+07,2.78709e+07,4.16443e+07
5,1,4.47371e+11,-7.59009e+11,-4.42155e+11,4.31251e+07,2.67256e+07,4.10764e+07
5,1,4.4556e+11,-7.58099e+11,-4.44883e+11,4.49716e+07,2.55245e+07,4.04916e+07
5,1,4.49443e+11,-7.577e+11,-4.38489e+11,4.67175e+07,2.4253e+07,3.99016e+07
5,1,4.52041e+11,-7.61602e+11,-4.45453e+11,4.83728e+07,2.28945e+07,3.93137e+07
5,1,4.46051e+11,-7.56282e+11,-4.41476e+11,4.99318e+07,2.14611e+07,3.87291e+07
5,1,4.5419e+11,-7.59051e+11,-4.37473e+11,5.13756e+07,1.99999e+07,3.8145e+07
5,1,4.51975e+11,-7.56606e+11,-4.4315e+11,5.26921e+07,1.85647e+07,3.75573e+07
5,1,4.53869e+11,-7.5608e+11,-4.42352e+11,5.38934e+07,1.71722e+07,3.69617e+07
5,1,4.51452e+11,-7.58253e+11,-4.35424e+11,5.50151e+07,1.57776e+07,3.63535e+07
5,1,4.51442e+11,-7.6034e+11,-4.3522e+11,5.60967e+07,1.42926e+07,3.57287e+07
5,1,4.5561e+11,-7.60356e+11,-4.38867e+11,5.71557e+07,1.26357e+07,3.50865e+07
5,1,4.50038e+11,-7.59188e+11,-4.34504e+11,5.8175e+07,1.0783e+07,3.44325e+07
5,1,4.56319e+11,-7.56327e+11,-4.37709e+11,5.91134e+07,8.78487e+06,3.37793e+07
5,1,4.54747e+11,-7.57665e+11,-4.39939e+11,5.99309e+07,6.73707e+06,3.31435e+07
5,1,4.55089e+11,-7.61368e+11,-4.37634e+11,6.06099e+07,4.72452e+06,3.25388e+07
5,1,4.54075e+11,-7.55866e+11,-4.38473e+11,6.11578e+07,2.77291e+06,3.19695e+07
5,1,4.59618e+11,-7.5697e+11,-4.39147e+11,6.15933e+07,836127,3.14285e+07
5,1,4.56237e+11,-7.60068e+11,-4.36272e+11,6.19282e+07,-1.17669e+06,3.09033e+07
5,1,4.58917e+11,-7.59324e+11,-4.35832e+11,6.2155e+07,-3.35289e+06,3.03853e+07
5,1,4.62114e+11,-7.57431e+11,-4.39786e+11,6.22472e+07,-5.73346e+06,2.98765e+07
5,1,4.60006e+11,-7.58939e+11,-4.36283e+11,6.21707e+07,-8.2955e+06,2.93911e+07
5,1,4.63747e+11,-7.57842e+11,-4.35549e+11,6.1901e+07,-1.0964e+07,2.89498e+07
5,1,4.6485e+11,-7.57343e+11,-4.36419e+11,6.14347e+07,-1.3643e+07,2.85711e+07
5,1,4.6193e+11,-7.57227e+11,-4.35406e+11,6.07893e+07,-1.62496e+07,2.82638e+07
5,1,4.60502e+11,-7.58511e+11,-4.33928e+11,5.99907e+07,-1.87395e+07,2.80254e+07
5,1,4.61029e+11,-7.59485e+11,-4.35107e+11,5.90578e+07,-2.11124e+07,2.78454e+07
5,1,4.66573e+11,-7.55809e+11,-4.37454e+11,5.79926e+07,-2.33997e+07,2.77118e+07
5,1,4.60516e+11,-7.56477e+11,-4.32561e+11,5.67836e+07,-2.56369e+07,2.7616e+07
5,1,4.62985e+11,-7.61537e+11,-4.35844e+11,5.54194e+07,-2.78372e+07,2.75555e+07
5,1,4.62795e+11,-7.56686e+11,-4.32985e+11,5.39039e+07,-2.99796e+07,2.75334e+07
5,1,4.68505e+11,-7.61767e+11,-4.34838e+11,5.22616e+07,-3.20197e+07,2.75561e+07
5,1,4.64787e+11,-7.57649e+11,-4.31512e+11,5.05286e+07,-3.39132e+07,2.76307e+07
5,1,4.67024e+11,-7.58168e+11,-4.33951e+11,4.87349e+07,-3.5637e+07,2.77622e+07
5,1,4.68837e+11,-7.59353e+11,-4.32335e+11,4.68929e+07,-3.71939e+07,2.79511e+07
5,1,4.69614e+11,-7.58929e+11,-4.34452e+11,4.49999e+07,-3.86014e+07,2.81937e+07
5,1,4.68163e+11,-7.60654e+11,-4.33474e+11,4.30503e+07,-3.9876e+07,2.84829e+07
5,1,4.72557e+11,-7.60031e+11,-4.30566e+11,4.10452e+07,-4.10262e+07,2.88103e+07
5,1,4.68384e+11,-7.66999e+11,-4.33031e+11,3.89901e+07,-4.20554e+07,2.91684e+07
5,1,4.70655e+11,-7.65415e+11,-4.29797e+11,3.68837e+07,-4.29693e+07,2.95507e+07
5,1,4.7094e+11,-7.68088e+11,-4.29118e+11,3.47108e+07,-4.37777e+07,2.99522e+07
5,1,4.72255e+11,-7.62807e+11,-4.00215e+11,3.84592e+07,3.78228e+07,3.48849e+07
5,1,4.711e+11,-7.66333e+11,-3.97256e+11,4.06543e+07,3.68645e+07,3.43072e+07
5,1,4.71145e+11,-7.667e+11,-3.97041e+11,4.27465e+07,3.58313e+07,3.37163e+07
5,1,4.71665e+11,-7.64073e+11,-3.99735e+11,4.47045e+07,3.47576e+07,3.31169e+07
5,1,4.68652e+11,-7.6296e+11,-3.94538e+11,4.65378e+07,3.36479e+07,3.25145e+07
5,1,4.70898e+11,-7.65078e+11,-4.01052e+11,4.828e+07,3.24811e+07,3.19125e+07
5,1,4.70234e+11,-7.64382e+11,-3.98209e+11,4.99592e+07,3.12336e+07,3.13111e+07
5,1,4.69127e+11,-7.60426e+11,-3.98172e+11,5.15792e+07,2.99041e+07,3.07075e+07
5,1,4.77645e+11,-7.58378e+11,-3.94323e+11,5.31204e+07,2.85219e+07,3.0098e+07
5,1,4.71323e+11,-7.59964e+11,-3.99068e+11,5.45589e+07,2.71298e+07,2.94803e+07
5,1,4.76418e+11,-7.61695e+11,-3.96071e+11,5.58867e+07,2.5755e+07,2.8855e+07
5,1,4.73348e+11,-7.58137e+11,-3.98619e+11,5.71196e+07,2.4386e+07,2.8226e+07
5,1,4.72477e+11,-7.62472e+11,-3.97034e+11,5.82873e+07,2.2974e+07,2.75997e+07
5,1,4.78267e+11,-7.64074e+11,-3.96367e+11,5.94146e+07,2.14589e+07,2.69846e+07
5,1,4.74687e+11,-7.55774e+11,-3.91774e+11,6.0505e+07,1.98037e+07,2.63904e+07
5,1,4.80517e+11,-7.58541e+11,-3.94364e+11,6.15382e+07,1.80174e+07,2.58273e+07
5,1,4.78597e+11,-7.61872e+11,-3.93067e+11,6.24825e+07,1.6151e+07,2.53046e+07
5,1,4.83096e+11,-7.62142e+11,-3.94315e+11,6.33132e+07,1.42686e+07,2.48297e+07
5,1,4.80415e+11,-7.57847e+11,-3.93962e+11,6.40242e+07,1.24097e+07,2.44047e+07
5,1,4.77063e+11,-7.60656e+11,-3.98038e+11,6.46287e+07,1.05644e+07,2.40259e+07
5,1,4.83399e+11,-7.58206e+11,-3.97298e+11,6.51471e+07,8.67438e+06,2.36839e+07
5,1,4.84518e+11,-7.6118e+11,-3.97119e+11,6.55931e+07,6.65841e+06,2.33682e+07
5,1,4.86266e+11,-7.60725e+11,-3.9036e+11,6.59635e+07,4.44758e+06,2.30719e+07
5,1,4.85931e+11,-7.59548e+11,-3.92886e+11,6.62364e+07,2.011e+06,2.27951e+07
5,1,4.84614e+11,-7.59696e+11,-3.96792e+11,6.63791e+07,-638485,2.25454e+07
5,1,4.86477e+11,-7.60296e+11,-3.96024e+11,6.63588e+07,-3.45683e+06,2.23338e+07
5,1,4.81109e+11,-7.63038e+11,-3.95883e+11,6.61515e+07,-6.38853e+06,2.21688e+07
5,1,4.8296e+11,-7.58254e+11,-3.88885e+11,6.57449e+07,-9.38243e+06,2.20519e+07
5,1,4.87028e+11,-7.63329e+11,-3.91117e+11,6.5136e+07,-1.23993e+07,2.19762e+07
5,1,4.86558e+11,-7.57633e+11,-3.89746e+11,6.43263e+07,-1.54135e+07,2.19305e+07
5,1,4.89492e+11,-7.57523e+11,-3.95501e+11,6.33155e+07,-1.84119e+07,2.19052e+07
5,1,4.87974e+11,-7.59552e+11,-3.92734e+11,6.20974e+07,-2.139e+07,2.18971e+07
5,1,4.89141e+11,-7.59367e+11,-3.88679e+11,6.06603e+07,-2.43429e+07,2.19102e+07
5,1,4.91103e+11,-7.6024e+11,-3.91631e+11,5.89947e+07,-2.72529e+07,2.19531e+07
5,1,4.94039e+11,-7.60444e+11,-3.92078e+11,5.71043e+07,-3.00826e+07,2.20347e+07
5,1,4.8761e+11,-7.5965e+11,-3.88145e+11,5.50127e+07,-3.27806e+07,2.21606e+07
5,1,4.90929e+11,-7.63335e+11,-3.86652e+11,5.27564e+07,-3.53002e+07,2.23321e+07
5,1,4.90389e+11,-7.61024e+11,-3.88412e+11,5.03666e+07,-3.76188e+07,2.2546e+07
5,1,4.89085e+11,-7.58765e+11,-3.91811e+11,4.78523e+07,-3.9743e+07,2.27961e+07
5,1,4.95657e+11,-7.65247e+11,-3.89927e+11,4.51992e+07,-4.16942e+07,2.30739e+07
5,1,4.9608e+11,-7.67063e+11,-3.91341e+11,4.23878e+07,-4.34874e+07,2.33707e+07
5,1,4.9058e+11,-7.61746e+11,-3.86474e+11,3.94148e+07,-4.51166e+07,2.368e+07
5,1,4.91005e+11,-7.66961e+11,-3.89595e+11,3.63018e+07,-4.65589e+07,2.39992e+07
5,1,4.93243e+11,-7.63286e+11,-3.89347e+11,3.30864e+07,-4.77879e+07,2.43301e+07
5,1,4.94491e+11,-7.67239e+11,-3.66906e+11,3.96074e+07,4.33322e+07,2.66435e+07
5,1,4.96358e+11,-7.64212e+11,-3.68201e+11,4.2274e+07,4.20706e+07,2.59757e+07
5,1,4.94228e+11,-7.59153e+11,-3.67104e+11,4.48496e+07,4.06514e+07,2.53107e+07
5,1,4.9243e+11,-7.65653e+11,-3.63405e+11,4.73627e+07,3.90457e+07,2.46571e+07
5,1,4.90474e+11,-7.60704e+11,-3.6952e+11,4.98338e+07,3.72194e+07,2.40208e+07
5,1,4.96099e+11,-7.62081e+11,-3.66032e+11,5.22507e+07,3.51603e+07,2.34031e+07
5,1,4.94536e+11,-7.60891e+11,-3.67676e+11,5.45688e+07,3.28929e+07,2.28033e+07
5,1,4.92517e+11,-7.62092e+11,-3.62222e+11,5.67344e+07,3.04678e+07,2.22234e+07
5,1,5.00653e+11,-7.62647e+11,-3.6774e+11,5.87124e+07,2.79322e+07,2.16695e+07
5,1,4.97845e+11,-7.63412e+11,-3.66381e+11,6.0499e+07,2.5299e+07,2.11493e+07
5,1,5.01939e+11,-7.60937e+11,-3.68107e+11,6.21122e+07,2.25386e+07,2.06681e+07
5,1,4.96897e+11,-7.62943e+11,-3.67684e+11,6.35706e+07,1.95962e+07,2.02263e+07
5,1,5.00513e+11,-7.62557e+11,-3.61704e+11,6.48731e+07,1.64245e+07,1.98211e+07
5,1,5.02217e+11,-7.57856e+11,-3.67694e+11,6.59949e+07,1.301e+07,1.94497e+07
5,1,5.01424e+11,-7.59357e+11,-3.63828e+11,6.68961e+07,9.38001e+06,1.91122e+07
5,1,5.01394e+11,-7.60147e+11,-3.66335e+11,6.75376e+07,5.58906e+06,1.8812e+07
5,1,5.02256e+11,-7.58563e+11,-3.6017e+11,6.78919e+07,1.69687e+06,1.85535e+07
5,1,5.06873e+11,-7.62786e+11,-3.66504e+11,6.79442e+07,-2.24964e+06,1.83398e+07
5,1,5.02009e+11,-7.59824e+11,-3.66661e+11,6.7687e+07,-6.22104e+06,1.81725e+07
5,1,5.02656e+11,-7.59085e+11,-3.62361e+11,6.71139e+07,-1.01968e+07,1.80527e+07
5,1,5.03685e+11,-7.61061e+11,-3.64965e+11,6.62207e+07,-1.41495e+07,1.79827e+07
5,1,5.02274e+11,-7.5617e+11,-3.67215e+11,6.50117e+07,-1.80318e+07,1.79659e+07
5,1,5.0904e+11,-7.62843e+11,-3.62865e+11,6.35087e+07,-2.17767e+07,1.80057e+07
5,1,5.10114e+11,-7.64082e+11,-3.58949e+11,6.17533e+07,-2.53131e+07,1.81041e+07
5,1,5.11618e+11,-7.6373e+11,-3.64464e+11,5.97966e+07,-2.85897e+07,1.82615e+07
5,1,5.04871e+11,-7.56673e+11,-3.61695e+11,5.76832e+07,-3.15889e+07,1.84758e+07
5,1,5.07879e+11,-7.63178e+11,-3.58316e+11,5.54398e+07,-3.43232e+07,1.87436e+07
5,1,5.09824e+11,-7.62649e+11,-3.63084e+11,5.30791e+07,-3.68156e+07,1.906e+07
5,1,5.07017e+11,-7.59056e+11,-3.59177e+11,5.06113e+07,-3.90828e+07,1.94207e+07
5,1,5.07909e+11,-7.6463e+11,-3.63763e+11,4.80519e+07,-4.11302e+07,1.98227e+07
5,1,5.11084e+11,-7.6209e+11,-3.61582e+11,4.54187e+07,-4.29595e+07,2.02642e+07
5,1,5.11585e+11,-7.6121e+11,-3.60154e+11,4.27226e+07,-4.45769e+07,2.07442e+07
5,1,5.14205e+11,-7.59674e+11,-3.62752e+11,3.99635e+07,-4.59933e+07,2.1261e+07
5,1,5.16247e+11,-7.63989e+11,-3.60518e+11,3.7136e+07,-4.72185e+07,2.18117e+07
5,1,5.09126e+11,-7.65651e+11,-3.62194e+11,3.42385e+07,-4.82561e+07,2.23928e+07
5,1,5.14521e+11,-7.64299e+11,-3.37782e+11,3.95948e+07,4.3754e+07,2.59527e+07
5,1,5.15553e+11,-7.63396e+11,-3.44035e+11,4.2508e+07,4.24202e+07,2.51338e+07
5,1,5.15713e+11,-7.61248e+11,-3.43382e+11,4.5344e+07,4.08625e+07,2.43418e+07
5,1,5.16433e+11,-7.60583e+11,-3.40976e+11,4.80806e+07,3.90908e+07,2.35782e+07
5,1,5.09084e+11,-7.61057e+11,-3.44621e+11,5.06849e+07,3.71308e+07,2.28426e+07
5,1,5.11436e+11,-7.59667e+11,-3.37234e+11,5.31293e+07,3.50134e+07,2.21342e+07
5,1,5.15517e+11,-7.63816e+11,-3.41957e+11,5.54035e+07,3.27587e+07,2.14527e+07
5,1,5.16426e+11,-7.58875e+11,-3.42504e+11,5.7515e+07,3.03655e+07,2.07986e+07
5,1,5.12957e+11,-7.65028e+11,-3.36583e+11,5.9478e+07,2.78117e+07,2.01744e+07
5,1,5.1705e+11,-7.65224e+11,-3.36648e+11,6.12994e+07,2.50688e+07,1.95847e+07
5,1,5.16739e+11,-7.58881e+11,-3.42262e+11,6.29686e+07,2.21228e+07,1.90358e+07
5,1,5.2073e+11,-7.65642e+11,-3.38429e+11,6.44568e+07,1.89908e+07,1.85354e+07
5,1,5.20921e+11,-7.59184e+11,-3.42641e+11,6.57286e+07,1.57247e+07,1.80921e+07
5,1,5.18438e+11,-7.65207e+11,-3.36196e+11,6.67565e+07,1.23955e+07,1.77147e+07
5,1,5.1982e+11,-7.60361e+11,-3.35614e+11,6.75308e+07,9.06702e+06,1.74108e+07
5,1,5.2035e+11,-7.63493e+11,-3.37354e+11,6.80595e+07,5.77003e+06,1.71844e+07
5,1,5.20846e+11,-7.59e+11,-3.34428e+11,6.83574e+07,2.49294e+06,1.70336e+07
5,1,5.21451e+11,-7.64409e+11,-3.38653e+11,6.84342e+07,-806219,1.69515e+07
5,1,5.21881e+11,-7.65326e+11,-3.4057e+11,6.82866e+07,-4.1725e+06,1.69285e+07
5,1,5.21449e+11,-7.61893e+11,-3.33956e+11,6.78997e+07,-7.62584e+06,1.69572e+07
5,1,5.2732e+11,-7.6176e+11,-3.40927e+11,6.7256e+07,-1.11462e+07,1.70357e+07
5,1,5.27193e+11,-7.5952e+11,-3.37337e+11,6.6346e+07,-1.46788e+07,1.71691e+07
5,1,5.2161e+11,-7.64272e+11,-3.36989e+11,6.51733e+07,-1.81555e+07,1.73676e+07
5,1,5.27531e+11,-7.62682e+11,-3.3791e+11,6.3751e+07,-2.15202e+07,1.76416e+07
5,1,5.2925e+11,-7.59572e+11,-3.36126e+11,6.20916e+07,-2.47438e+07,1.7998e+07
5,1,5.30942e+11,-7.60323e+11,-3.38744e+11,6.01993e+07,-2.78228e+07,1.84368e+07
5,1,5.23699e+11,-7.62249e+11,-3.37999e+11,5.8071e+07,-3.07631e+07,1.89508e+07
5,1,5.27313e+11,-7.61155e+11,-3.33872e+11,5.57067e+07,-3.35601e+07,1.95272e+07
5,1,5.26128e+11,-7.60594e+11,-3.33542e+11,5.31213e+07,-3.61899e+07,2.01511e+07
5,1,5.29391e+11,-7.65439e+11,-3.39686e+11,5.03462e+07,-3.86177e+07,2.08094e+07
5,1,5.26675e+11,-7.68979e+11,-3.32133e+11,4.74162e+07,-4.08152e+07,2.14938e+07
5,1,5.27584e+11,-7.66273e+11,-3.36006e+11,4.4351e+07,-4.27724e+07,2.22013e+07
5,1,5.31934e+11,-7.63115e+11,-3.37844e+11,4.11489e+07,-4.44924e+07,2.29333e+07
5,1,5.30498e+11,-7.67655e+11,-3.34872e+11,3.77992e+07,-4.5976e+07,2.36928e+07
5,1,5.33501e+11,-7.70802e+11,-3.38431e+11,3.4306e+07,-4.72091e+07,2.44832e+07
5,1,5.32429e+11,-7.6462e+11,-3.18176e+11,4.02587e+07,4.53228e+07,2.23235e+07
5,1,5.2877e+11,-7.63121e+11,-3.15478e+11,4.30576e+07,4.39155e+07,2.16785e+07
5,1,5.28058e+11,-7.61411e+11,-3.16623e+11,4.57518e+07,4.23234e+07,2.10776e+07
5,1,5.28297e+11,-7.62501e+11,-3.13565e+11,4.83667e+07,4.05221e+07,2.05286e+07
5,1,5.33913e+11,-7.5975e+11,-3.14777e+11,5.09052e+07,3.84972e+07,2.00329e+07
5,1,5.36703e+11,-7.63596e+11,-3.18027e+11,5.33351e+07,3.62668e+07,1.95858e+07
5,1,5.34882e+11,-7.60161e+11,-3.16065e+11,5.5599e+07,3.38896e+07,1.91804e+07
5,1,5.37621e+11,-7.65304e+11,-3.15876e+11,5.76427e+07,3.14469e+07,1.88136e+07
5,1,5.38369e+11,-7.59045e+11,-3.13788e+11,5.9443e+07,2.90043e+07,1.84882e+07
5,1,5.31338e+11,-7.6431e+11,-3.11408e+11,6.10172e+07,2.65788e+07,1.82097e+07
5,1,5.34852e+11,-7.6011e+11,-3.1097e+11,6.24094e+07,2.41306e+07,1.79818e+07
5,1,5.34454e+11,-7.59566e+11,-3.10422e+11,6.36646e+07,2.15869e+07,1.78033e+07
5,1,5.3901e+11,-7.65339e+11,-3.13005e+11,6.4805e+07,1.88826e+07,1.76699e+07
5,1,5.36253e+11,-7.64696e+11,-3.17004e+11,6.58219e+07,1.59932e+07,1.75782e+07
5,1,5.36896e+11,-7.58935e+11,-3.11287e+11,6.66856e+07,1.29439e+07,1.75298e+07
5,1,5.41175e+11,-7.58057e+11,-3.12845e+11,6.73636e+07,9.78997e+06,1.75316e+07
5,1,5.42693e+11,-7.5819e+11,-3.16941e+11,6.78355e+07,6.58472e+06,1.75915e+07
5,1,5.43641e+11,-7.58043e+11,-3.09156e+11,6.80947e+07,3.35314e+06,1.77127e+07
5,1,5.41949e+11,-7.60807e+11,-3.15333e+11,6.8141e+07,85855.9,1.789e+07
5,1,5.46346e+11,-7.62419e+11,-3.14236e+11,6.79698e+07,-3.24705e+06,1.81117e+07
5,1,5.42381e+11,-7.57517e+11,-3.15254e+11,6.75672e+07,-6.6729e+06,1.83652e+07
5,1,5.41173e+11,-7.64519e+11,-3.14501e+11,6.69109e+07,-1.01968e+07,1.86428e+07
5,1,5.40536e+11,-7.63817e+11,-3.12451e+11,6.59778e+07,-1.3793e+07,1.89446e+07
5,1,5.42426e+11,-7.57207e+11,-3.11268e+11,6.47527e+07,-1.74072e+07,1.92777e+07
5,1,5.48946e+11,-7.59641e+11,-3.15902e+11,6.32366e+07,-2.09659e+07,1.96521e+07
5,1,5.49367e+11,-7.61979e+11,-3.15318e+11,6.14506e+07,-2.439e+07,2.00758e+07
5,1,5.48444e+11,-7.59747e+11,-3.14018e+11,5.94325e+07,-2.76103e+07,2.05527e+07
5,1,5.48963e+11,-7.62439e+11,-3.11696e+11,5.72249e+07,-3.0583e+07,2.10827e+07
5,1,5.47198e+11,-7.63101e+11,-3.09142e+11,5.48592e+07,-3.32971e+07,2.16632e+07
5,1,5.51864e+11,-7.66669e+11,-3.06788e+11,5.23458e+07,-3.5769e+07,2.22911e+07
5,1,5.50228e+11,-7.62571e+11,-3.13888e+11,4.96785e+07,-3.80218e+07,2.2963e+07
5,1,5.4691e+11,-7.62736e+11,-3.10452e+11,4.68522e+07,-4.00657e+07,2.36755e+07
5,1,5.52663e+11,-7.60769e+11,-3.10268e+11,4.38801e+07,-4.18898e+07,2.44252e+07
5,1,5.49773e+11,-7.66255e+11,-3.09242e+11,4.07953e+07,-4.34718e+07,2.52083e+07
5,1,5.47372e+11,-7.64138e+11,-3.13488e+11,3.7635e+07,-4.47951e+07,2.60209e+07
5,1,5.5166e+11,-7.67903e+11,-3.06964e+11,3.44208e+07,-4.58584e+07,2.68579e+07
5,1,5.53452e+11,-7.62154e+11,-2.93473e+11,4.09558e+07,4.60153e+07,1.99353e+07
