PID,weight,x0,xf,E0,Ef
221,3,-1.47552e+10,2.08789e+12,0,5.60559e-09
221,4,-2.15967e+10,2.08789e+12,0,5.60559e-09
221,5,-1.55783e+10,2.08789e+12,0,5.60559e-09
221,6,-1.40475e+10,2.08789e+12,0,5.60559e-09
221,7,-1.54975e+10,2.08789e+12,0,5.60559e-09
221,8,-1.85718e+10,2.08815e+12,0,6.31586e-10
221,1,-4.29652e+10,2.08789e+12,0,5.60559e-09
221,2,-4.78154e+10,2.08839e+12,0,1.97874e-09
221,3,-4.64556e+10,2.08789e+12,0,5.60559e-09
221,4,-4.66338e+10,2.08789e+12,0,5.60559e-09
221,5,-4.68135e+10,2.08789e+12,0,5.60559e-09
221,6,-4.18066e+10,2.08868e+12,0,4.8155e-09
221,7,-4.66877e+10,2.08789e+12,0,5.60559e-09
221,8,-4.72425e+10,2.08789e+12,0,5.60559e-09
221,9,-4.49488e+10,2.08789e+12,0,5.60559e-09
221,1,-3.18826e+10,2.08789e+12,0,5.60559e-09
221,2,-3.26488e+10,2.08789e+12,0,5.60559e-09
221,3,-3.06801e+10,2.08789e+12,0,5.60559e-09
221,4,-2.48631e+10,2.08789e+12,0,5.60559e-09
221,5,-2.74868e+10,2.08789e+12,0,5.60559e-09
221,6,-2.79067e+10,2.08789e+12,0,5.60559e-09
221,7,-2.95205e+10,2.08789e+12,0,5.60559e-09
221,8,-2.72915e+10,2.08789e+12,0,5.60559e-09
221,9,-3.03119e+10,2.08789e+12,0,5.60559e-09
221,10,-2.58394e+10,2.08789e+12,0,5.60559e-09
222,1,-8.29137e+11,2.08789e+12,0,5.60559e-09
222,1,-8.217e+11,2.08789e+12,0,5.60559e-09
222,2,-8.19772e+11,2.08771e+12,0,1.81559e-09
222,1,-8.16382e+11,2.08789e+12,0,5.60559e-09
222,2,-8.21985e+11,2.08789e+12,0,5.60559e-09
222,3,-8.16873e+11,2.08789e+12,0,5.60559e-09
222,1,-8.02502e+11,2.08789e+12,0,5.60559e-09
222,2,-8.03909e+11,2.08867e+12,0,4.71987e-09
222,3,-8.08744e+11,2.08789e+12,0,5.60559e-09
222,4,-8.0771e+11,2.08789e+12,0,5.60559e-09
222,1,-7.8632e+11,2.08834e+12,0,1.61543e-09
222,2,-7.90422e+11,2.08789e+12,0,5.60559e-09
222,3,-7.8684e+11,2.08847e+12,0,2.63461e-09
222,4,-7.92173e+11,2.08789e+12,0,5.60559e-09
222,5,-7.9095e+11,2.08789e+12,0,5.60559e-09
222,1,-7.54704e+11,2.08789e+12,0,5.60559e-09
222,2,-7.53703e+11,2.08789e+12,0,5.60559e-09
222,3,-7.55154e+11,2.08789e+12,0,5.60559e-09
222,4,-7.59338e+11,2.08789e+12,0,5.60559e-09
222,5,-7.56888e+11,2.08789e+12,0,5.60559e-09
222,6,-7.58194e+11,2.08789e+12,0,5.60559e-09
223,1,-8.26291e+11,2.08789e+12,0,5.60559e-09
223,1,-8.25472e+11,2.08762e+12,0,3.34278e-09
223,2,-8.28791e+11,2.08789e+12,0,5.60559e-09
223,1,-8.25085e+11,2.08789e+12,0,5.60559e-09
223,2,-8.26753e+11,2.08789e+12,0,5.60559e-09
223,3,-8.238e+11,2.08789e+12,0,5.60559e-09
223,1,-8.17773e+11,2.08789e+12,0,5.60559e-09
223,2,-8.10968e+11,2.08789e+12,0,5.60559e-09
223,3,-8.12069e+11,2.08789e+12,0,5.60559e-09
223,4,-8.12254e+11,2.08756e+12,0,2.48708e-09
223,1,-8.03302e+11,2.08789e+12,0,5.60559e-09
223,2,-8.04579e+11,2.08789e+12,0,5.60559e-09
223,3,-8.02797e+11,2.08789e+12,0,5.60559e-09
223,4,-8.04872e+11,2.08789e+12,0,5.60559e-09
223,5,-8.06666e+11,2.08789e+12,0,5.60559e-09
223,1,-7.86198e+11,2.08789e+12,0,5.60559e-09
223,2,-7.88363e+11,2.08789e+12,0,5.60559e-09
223,3,-7.84937e+11,2.08789e+12,0,5.60559e-09
223,4,-7.9035e+11,2.08789e+12,0,5.60559e-09
223,5,-7.86141e+11,2.08789e+12,0,5.60559e-09
223,6,-7.88675e+11,2.08789e+12,0,5.60559e-09
223,1,-5.386e+11,2.08753e+12,0,1.01947e-08
223,2,-5.33275e+11,2.08789e+12,0,5.60559e-09
223,3,-5.33982e+11,2.08789e+12,0,5.60559e-09
223,4,-5.35581e+11,2.08789e+12,0,5.60559e-09
223,5,-5.32004e+11,2.08789e+12,0,5.60559e-09
223,6,-5.38868e+11,2.08789e+12,0,5.60559e-09
223,7,-5.31301e+11,2.08789e+12,0,5.60559e-09
224,1,-8.28214e+11,2.08789e+12,0,5.60559e-09
224,1,-8.2049e+11,2.08789e+12,0,5.60559e-09
224,2,-8.2527e+11,2.08789e+12,0,5.60559e-09
224,1,-8.19063e+11,2.08789e+12,0,5.60559e-09
224,2,-8.19948e+11,2.08789e+12,0,5.60559e-09
224,3,-8.24519e+11,2.08789e+12,0,5.60559e-09
224,1,-8.12268e+11,2.08789e+12,0,5.60559e-09
224,2,-8.1489e+11,2.08789e+12,0,5.60559e-09
224,3,-8.12935e+11,2.08789e+12,0,5.60559e-09
224,4,-8.12011e+11,2.08789e+12,0,5.60559e-09
224,1,-8.11777e+11,2.08789e+12,0,5.60559e-09
224,2,-8.11737e+11,2.08789e+12,0,5.60559e-09
224,3,-8.08761e+11,2.08789e+12,0,5.60559e-09
224,4,-8.07978e+11,2.08789e+12,0,5.60559e-09
224,5,-8.11006e+11,2.08789e+12,0,5.60559e-09
224,1,-8.00068e+11,2.08759e+12,0,2.69172e-09
224,2,-7.95013e+11,2.08789e+12,0,5.60559e-09
224,3,-7.99839e+11,2.08789e+12,0,5.60559e-09
224,4,-7.99568e+11,2.08789e+12,0,5.60559e-09
224,5,-7.96628e+11,2.08789e+12,0,5.60559e-09
224,6,-7.98867e+11,2.08789e+12,0,5.60559e-09
224,1,-7.86586e+11,2.08789e+12,0,5.60559e-09
224,2,-7.85442e+11,2.08789e+12,0,5.60559e-09
224,3,-7.89169e+11,2.08842e+12,0,1.42961e-08
224,4,-7.8395e+11,2.08789e+12,0,5.60559e-09
224,5,-7.86575e+11,2.08789e+12,0,5.60559e-09
224,6,-7.87653e+11,2.08789e+12,0,5.60559e-09
224,7,-7.85065e+11,2.08789e+12,0,5.60559e-09
224,1,-8.95429e+10,2.08789e+12,0,5.60559e-09
224,2,-9.01506e+10,2.08789e+12,0,5.60559e-09
224,3,-9.2982e+10,2.08789e+12,0,5.60559e-09
224,4,-9.67601e+10,2.08789e+12,0,5.60559e-09
224,5,-9.18495e+10,2.08786e+12,0,1.41979e-10
224,6,-9.40942e+10,2.08789e+12,0,5.60559e-09
224,7,-9.5525e+10,2.08789e+12,0,5.60559e-09
224,8,-9.66536e+10,2.08789e+12,0,5.60559e-09
224,1,-6.90153e+10,2.08789e+12,0,5.60559e-09
224,2,-7.03747e+10,2.08789e+12,0,5.60559e-09
224,3,-7.2131e+10,2.088e+12,0,1.67822e-10
224,4,-7.17171e+10,2.08789e+12,0,5.60559e-09
224,5,-6.68891e+10,2.08789e+12,0,5.60559e-09
224,6,-7.31685e+10,2.08789e+12,0,5.60559e-09
224,7,-7.10976e+10,2.08789e+12,0,5.60559e-09
224,8,-6.97404e+10,2.08789e+12,0,5.60559e-09
224,9,-6.78664e+10,2.08789e+12,0,5.60559e-09
224,1,4.56289e+09,2.08789e+12,0,5.60559e-09
224,2,5.57162e+09,2.08789e+12,0,5.60559e-09
224,3,1.93394e+09,2.08789e+12,0,5.60559e-09
224,4,5.49148e+09,2.08789e+12,0,5.60559e-09
224,5,-2.51397e+08,2.08789e+12,0,5.60559e-09
224,6,2.09723e+09,2.08789e+12,0,5.60559e-09
224,7,4.51406e+09,2.08789e+12,0,5.60559e-09
224,8,4.53218e+07,2.08789e+12,0,5.60559e-09
224,9,5.19344e+09,2.08789e+12,0,5.60559e-09
224,10,2.30726e+09,2.08789e+12,0,5.60559e-09
225,1,-8.20785e+11,2.08789e+12,0,5.60559e-09
225,1,-8.08193e+11,2.08789e+12,0,5.60559e-09
225,2,-8.13163e+11,2.08789e+12,0,5.60559e-09
225,1,-7.94365e+11,2.08789e+12,0,5.60559e-09
225,2,-7.98647e+11,2.088e+12,0,1.36197e-08
225,3,-7.99658e+11,2.08754e+12,0,4.33679e-09
225,1,-7.11033e+11,2.08778e+12,0,4.31555e-11
225,2,-7.14093e+11,2.08789e+12,0,5.60559e-09
225,3,-7.14592e+11,2.08769e+12,0,4.7302e-10
225,4,-7.14361e+11,2.08789e+12,0,5.60559e-09
226,1,-8.22845e+11,2.08823e+12,0,9.86402e-10
226,1,-8.20856e+11,2.08756e+12,0,9.75862e-09
226,2,-8.22493e+11,2.08789e+12,0,5.60559e-09
226,1,-8.15361e+11,2.08789e+12,0,5.60559e-09
226,2,-8.18703e+11,2.08789e+12,0,5.60559e-09
226,3,-8.19454e+11,2.08789e+12,0,5.60559e-09
226,1,-8.10392e+11,2.08789e+12,0,5.60559e-09
226,2,-8.09984e+11,2.08789e+12,0,5.60559e-09
226,3,-8.09828e+11,2.08789e+12,0,5.60559e-09
226,4,-8.09611e+11,2.08789e+12,0,5.60559e-09
226,1,-7.88276e+11,2.08789e+12,0,5.60559e-09
226,2,-7.89576e+11,2.08789e+12,0,5.60559e-09
226,3,-7.88387e+11,2.08848e+12,0,2.6757e-09
226,4,-7.88819e+11,2.08789e+12,0,5.60559e-09
226,5,-7.8736e+11,2.08789e+12,0,5.60559e-09
226,1,-6.469e+11,2.08789e+12,0,5.60559e-09
226,2,-6.4247e+11,2.08789e+12,0,5.60559e-09
226,3,-6.44451e+11,2.08789e+12,0,5.60559e-09
226,4,-6.42463e+11,2.08809e+12,0,3.81742e-10
226,5,-6.43927e+11,2.08789e+12,0,5.60559e-09
226,6,-6.44075e+11,2.08789e+12,0,5.60559e-09
226,1,-6.21264e+11,2.08857e+12,0,3.61178e-09
226,2,-6.17196e+11,2.08789e+12,0,5.60559e-09
226,3,-6.17533e+11,2.08836e+12,0,1.71573e-09
226,4,-6.19486e+11,2.08789e+12,0,5.60559e-09
226,5,-6.23382e+11,2.08789e+12,0,5.60559e-09
226,6,-6.23341e+11,2.08789e+12,0,5.60559e-09
226,7,-6.17666e+11,2.08789e+12,0,5.60559e-09
227,1,-8.28896e+11,2.08789e+12,0,5.60559e-09
227,1,-8.20825e+11,2.08772e+12,0,8.08427e-09
227,2,-8.2752e+11,2.08789e+12,0,5.60559e-09
227,1,-8.19054e+11,2.08789e+12,0,5.60559e-09
227,2,-8.22855e+11,2.08789e+12,0,1.47583e-08
227,3,-8.19714e+11,2.08843e+12,0,5.49825e-09
227,1,-8.07017e+11,2.08789e+12,0,5.60559e-09
227,2,-8.10011e+11,2.08789e+12,0,5.60559e-09
227,3,-8.10428e+11,2.08757e+12,0,8.91012e-10
227,4,-8.05685e+11,2.08813e+12,0,5.43753e-10
227,1,-7.95627e+11,2.08789e+12,0,5.60559e-09
227,2,-7.93035e+11,2.08789e+12,0,5.60559e-09
227,3,-7.98715e+11,2.08789e+12,0,5.60559e-09
227,4,-7.9333e+11,2.08789e+12,0,5.60559e-09
227,5,-7.94625e+11,2.08789e+12,0,5.60559e-09
227,1,-7.82542e+11,2.08789e+12,0,5.60559e-09
227,2,-7.77263e+11,2.08789e+12,0,5.60559e-09
227,3,-7.84581e+11,2.08789e+12,0,5.60559e-09
227,4,-7.8073e+11,2.08789e+12,0,5.60559e-09
227,5,-7.77197e+11,2.08789e+12,0,5.60559e-09
227,6,-7.8212e+11,2.08789e+12,0,5.60559e-09
227,1,-7.6241e+11,2.08789e+12,0,5.60559e-09
227,2,-7.61083e+11,2.08789e+12,0,5.60559e-09
227,3,-7.58635e+11,2.08789e+12,0,5.60559e-09
227,4,-7.56694e+11,2.08817e+12,0,6.88726e-10
227,5,-7.58972e+11,2.08789e+12,0,5.60559e-09
227,6,-7.60193e+11,2.08789e+12,0,5.60559e-09
227,7,-7.56815e+11,2.08789e+12,0,5.60559e-09
228,1,-8.0841e+11,2.08789e+12,0,5.60559e-09
228,1,-7.88915e+11,2.08789e+12,0,5.60559e-09
228,2,-7.94365e+11,2.08789e+12,0,5.60559e-09
229,1,-8.07084e+11,2.08789e+12,0,5.60559e-09
229,1,-8.00886e+11,2.08789e+12,0,5.60559e-09
229,2,-7.9803e+11,2.08789e+12,0,5.60559e-09
229,1,-7.81405e+11,2.08789e+12,0,5.60559e-09
229,2,-7.8181e+11,2.08789e+12,0,5.60559e-09
229,3,-7.77602e+11,2.08789e+12,0,5.60559e-09
230,1,-8.34033e+11,2.08789e+12,0,5.60559e-09
230,1,-8.25993e+11,2.08789e+12,0,5.60559e-09
230,2,-8.25977e+11,2.08854e+12,0,3.33931e-09
230,1,-8.24385e+11,2.08789e+12,0,5.60559e-09
230,2,-8.24426e+11,2.08789e+12,0,5.60559e-09
230,3,-8.29726e+11,2.08789e+12,0,5.60559e-09
230,1,-8.28502e+11,2.08789e+12,0,5.60559e-09
230,2,-8.30409e+11,2.08789e+12,0,5.60559e-09
230,3,-8.26402e+11,2.08789e+12,0,5.60559e-09
230,4,-8.22474e+11,2.08789e+12,0,5.60559e-09
230,1,-8.27314e+11,2.08789e+12,0,5.60559e-09
230,2,-8.21929e+11,2.08789e+12,0,5.60559e-09
230,3,-8.249e+11,2.08789e+12,0,5.60559e-09
230,4,-8.21468e+11,2.08789e+12,0,5.60559e-09
230,5,-8.24017e+11,2.08789e+12,0,5.60559e-09
230,1,-8.25835e+11,2.08789e+12,0,5.60559e-09
230,2,-8.19419e+11,2.08789e+12,0,5.60559e-09
230,3,-8.18181e+11,2.08789e+12,0,5.60559e-09
230,4,-8.20053e+11,2.08789e+12,0,5.60559e-09
230,5,-8.18826e+11,2.08789e+12,0,5.60559e-09
230,6,-8.24788e+11,2.08789e+12,0,5.60559e-09
230,1,-8.15319e+11,2.08789e+12,0,5.60559e-09
230,2,-8.15042e+11,2.08789e+12,0,5.60559e-09
230,3,-8.21429e+11,2.08789e+12,0,5.60559e-09
230,4,-8.20178e+11,2.08789e+12,0,5.60559e-09
230,5,-8.14581e+11,2.08841e+12,0,2.19117e-09
230,6,-8.19406e+11,2.08789e+12,0,5.60559e-09
230,7,-8.16874e+11,2.0878e+12,0,1.77775e-10
230,1,-7.98137e+11,2.08845e+12,0,2.51962e-09
230,2,-8.01087e+11,2.08789e+12,0,5.60559e-09
230,3,-7.99757e+11,2.08789e+12,0,5.60559e-09
230,4,-8.02484e+11,2.08789e+12,0,5.60559e-09
230,5,-7.97628e+11,2.08789e+12,0,5.60559e-09
230,6,-7.97855e+11,2.08789e+12,0,5.60559e-09
230,7,-7.96118e+11,2.08789e+12,0,5.60559e-09
230,8,-8.00454e+11,2.08789e+12,0,5.60559e-09
230,1,-4.96485e+09,2.08789e+12,0,5.60559e-09
230,2,-2.2105e+09,2.08804e+12,0,2.75192e-10
230,3,4.60543e+08,2.08789e+12,0,5.60559e-09
230,4,-5.38405e+09,2.08789e+12,0,5.60559e-09
230,5,-3.90928e+09,2.08789e+12,0,5.60559e-09
230,6,-9.3197e+08,2.08789e+12,0,5.60559e-09
230,7,-3.3661e+09,2.08789e+12,0,5.60559e-09
230,8,-7.26339e+09,2.08867e+12,0,4.78773e-09
230,9,-5.09146e+09,2.08789e+12,0,5.60559e-09
230,1,1.90438e+10,2.08789e+12,0,5.60559e-09
230,2,1.90639e+10,2.08789e+12,0,5.60559e-09
230,3,1.36531e+10,2.08789e+12,0,5.60559e-09
230,4,1.54771e+10,2.08789e+12,0,5.60559e-09
230,5,1.39015e+10,2.08789e+12,0,5.60559e-09
230,6,1.58167e+10,2.08789e+12,0,5.60559e-09
230,7,1.81445e+10,2.08789e+12,0,5.60559e-09
230,8,1.39638e+10,2.08789e+12,0,5.60559e-09
230,9,1.59525e+10,2.08789e+12,0,5.60559e-09
230,10,1.78837e+10,2.08789e+12,0,5.60559e-09
231,1,-8.12691e+11,2.08844e+12,0,2.39803e-09
231,1,-8.02633e+11,2.0877e+12,0,4.42188e-10
231,2,-7.99632e+11,2.08789e+12,0,5.60559e-09
231,1,-7.69494e+11,2.08789e+12,0,5.60559e-09
231,2,-7.64981e+11,2.08789e+12,0,5.60559e-09
231,3,-7.64523e+11,2.08789e+12,0,5.60559e-09
232,1,-8.25751e+11,2.08789e+12,0,5.60559e-09
232,1,-8.27884e+11,2.08789e+12,0,5.60559e-09
232,2,-8.27563e+11,2.08789e+12,0,5.60559e-09
232,1,-8.24337e+11,2.08789e+12,0,5.60559e-09
232,2,-8.19989e+11,2.08789e+12,0,5.60559e-09
232,3,-8.20477e+11,2.08789e+12,0,5.60559e-09
232,1,-8.21346e+11,2.08789e+12,0,5.60559e-09
232,2,-8.2053e+11,2.08789e+12,0,5.60559e-09
232,3,-8.15655e+11,2.08789e+12,0,5.60559e-09
232,4,-8.21434e+11,2.08765e+12,0,7.68907e-09
232,1,-8.16586e+11,2.08789e+12,0,5.60559e-09
232,2,-8.12413e+11,2.08789e+12,0,5.60559e-09
232,3,-8.1527e+11,2.08789e+12,0,5.60559e-09
232,4,-8.1341e+11,2.08789e+12,0,5.60559e-09
232,5,-8.16041e+11,2.08789e+12,0,5.60559e-09
232,1,-8.05914e+11,2.08789e+12,0,5.60559e-09
232,2,-8.0304e+11,2.08789e+12,0,5.60559e-09
232,3,-8.07764e+11,2.08769e+12,0,4.81915e-10
232,4,-8.03742e+11,2.08789e+12,0,5.60559e-09
232,5,-8.06697e+11,2.08789e+12,0,5.60559e-09
232,6,-8.0513e+11,2.08789e+12,0,5.60559e-09
232,1,-8.04967e+11,2.08789e+12,0,5.60559e-09
232,2,-8.00245e+11,2.08789e+12,0,5.60559e-09
232,3,-8.01218e+11,2.08789e+12,0,5.60559e-09
232,4,-8.01337e+11,2.08789e+12,0,5.60559e-09
232,5,-8.00486e+11,2.08789e+12,0,5.60559e-09
232,6,-7.99555e+11,2.08789e+12,0,5.60559e-09
232,7,-7.97333e+11,2.08789e+12,0,5.60559e-09
232,1,-7.55636e+11,2.08789e+12,0,5.60559e-09
232,2,-7.54522e+11,2.08789e+12,0,5.60559e-09
232,3,-7.47657e+11,2.08789e+12,0,5.60559e-09
232,4,-7.55038e+11,2.08789e+12,0,5.60559e-09
232,5,-7.5047e+11,2.08789e+12,0,5.60559e-09
232,6,-7.53227e+11,2.08789e+12,0,5.60559e-09
232,7,-7.55041e+11,2.08869e+12,0,4.99034e-09
232,8,-7.54781e+11,2.08789e+12,0,5.60559e-09
232,1,-1.12267e+11,2.08789e+12,0,5.60559e-09
232,2,-1.11459e+11,2.08839e+12,0,1.99982e-09
232,3,-1.07726e+11,2.08789e+12,0,5.60559e-09
232,4,-1.13729e+11,2.08789e+12,0,5.60559e-09
232,5,-1.09953e+11,2.08789e+12,0,5.60559e-09
232,6,-1.11293e+11,2.08789e+12,0,5.60559e-09
232,7,-1.14868e+11,2.08789e+12,0,5.60559e-09
232,8,-1.07954e+11,2.08834e+12,0,1.62701e-09
232,9,-1.07096e+11,2.08789e+12,0,5.60559e-09
232,1,-7.88722e+09,2.08789e+12,0,5.60559e-09
232,2,-1.04008e+10,2.08789e+12,0,5.60559e-09
232,3,-7.61822e+09,2.08789e+12,0,5.60559e-09
232,4,-1.31529e+10,2.0883e+12,0,1.30951e-09
232,5,-1.20539e+10,2.08842e+12,0,2.22616e-09
232,6,-1.10618e+10,2.08789e+12,0,5.60559e-09
232,7,-1.1721e+10,2.08789e+12,0,5.60559e-09
232,8,-9.96074e+09,2.08789e+12,0,5.60559e-09
232,9,-1.26455e+10,2.08789e+12,0,5.60559e-09
232,10,-1.22054e+10,2.08789e+12,0,5.60559e-09
233,1,-8.27203e+11,2.08789e+12,0,5.60559e-09
233,1,-8.27309e+11,2.08789e+12,0,5.60559e-09
233,2,-8.23211e+11,2.08789e+12,0,5.60559e-09
233,1,-8.23979e+11,2.08789e+12,0,5.60559e-09
233,2,-8.17039e+11,2.08789e+12,0,5.60559e-09
233,3,-8.17443e+11,2.08789e+12,0,5.60559e-09
233,1,-8.11866e+11,2.08837e+12,0,1.84402e-09
233,2,-8.10399e+11,2.08789e+12,0,5.60559e-09
233,3,-8.06546e+11,2.08789e+12,0,5.60559e-09
233,4,-8.09168e+11,2.08789e+12,0,5.60559e-09
233,1,-8.03875e+11,2.08789e+12,0,5.60559e-09
233,2,-8.01626e+11,2.08751e+12,0,9.35105e-09
233,3,-8.00836e+11,2.08789e+12,0,5.60559e-09
233,4,-8.0179e+11,2.08789e+12,0,5.60559e-09
233,5,-8.00139e+11,2.08789e+12,0,5.60559e-09
233,1,-7.92455e+11,2.08789e+12,0,5.60559e-09
233,2,-7.92354e+11,2.08789e+12,0,5.60559e-09
233,3,-7.923e+11,2.08789e+12,0,5.60559e-09
233,4,-7.9997e+11,2.08789e+12,0,5.60559e-09
233,5,-7.98664e+11,2.08789e+12,0,5.60559e-09
233,6,-7.96773e+11,2.08789e+12,0,5.60559e-09
233,1,-7.9351e+11,2.08761e+12,0,1.1687e-08
233,2,-7.91953e+11,2.08789e+12,0,5.60559e-09
233,3,-7.86465e+11,2.08789e+12,0,5.60559e-09
233,4,-7.904e+11,2.08789e+12,0,5.60559e-09
233,5,-7.90079e+11,2.08789e+12,0,5.60559e-09
233,6,-7.8935e+11,2.08789e+12,0,5.60559e-09
233,7,-7.86501e+11,2.08789e+12,0,5.60559e-09
233,1,-5.66889e+10,2.08789e+12,0,5.60559e-09
233,2,-6.15668e+10,2.0878e+12,0,6.90991e-11
233,3,-5.65636e+10,2.08789e+12,0,5.60559e-09
233,4,-5.5815e+10,2.08789e+12,0,5.60559e-09
233,5,-6.12286e+10,2.08789e+12,0,5.60559e-09
233,6,-5.70107e+10,2.08789e+12,0,5.60559e-09
233,7,-5.72245e+10,2.08789e+12,0,5.60559e-09
233,8,-6.33326e+10,2.0881e+12,0,8.68697e-11
233,1,-6.49176e+09,2.08789e+12,0,5.60559e-09
233,2,4.02688e+08,2.08789e+12,0,5.60559e-09
233,3,-4.2762e+09,2.08781e+12,0,3.70783e-09
233,4,1.55832e+08,2.08789e+12,0,5.60559e-09
233,5,-4.70322e+09,2.08789e+12,0,5.60559e-09
233,6,6.50241e+08,2.08789e+12,0,5.60559e-09
233,7,-6.48054e+09,2.08789e+12,0,5.60559e-09
233,8,-5.63735e+09,2.08789e+12,0,5.60559e-09
233,9,-3.39017e+09,2.08789e+12,0,5.60559e-09
233,1,-5.1179e+09,2.08789e+12,0,5.60559e-09
233,2,4.90596e+08,2.08789e+12,0,5.60559e-09
233,3,2.15025e+09,2.08787e+12,0,1.35e-10
233,4,1.06206e+09,2.08789e+12,0,5.60559e-09
233,5,-3.24941e+09,2.08789e+12,0,5.60559e-09
233,6,1.66049e+09,2.08789e+12,0,5.60559e-09
233,7,-8.16786e+08,2.08789e+12,0,5.60559e-09
233,8,-4.14226e+09,2.08789e+12,0,5.60559e-09
233,9,1.62717e+09,2.08789e+12,0,5.60559e-09
233,10,-1.99855e+09,2.08789e+12,0,5.60559e-09
234,1,-8.09094e+11,2.08789e+12,0,5.60559e-09
234,1,-8.06471e+11,2.08789e+12,0,5.60559e-09
234,2,-8.02789e+11,2.08789e+12,0,5.60559e-09
234,1,-7.86841e+11,2.08789e+12,0,5.60559e-09
234,2,-7.85424e+11,2.08789e+12,0,5.60559e-09
234,3,-7.93165e+11,2.08789e+12,0,5.60559e-09
234,1,-7.22603e+11,2.08789e+12,0,5.60559e-09
234,2,-7.22048e+11,2.08789e+12,0,5.60559e-09
234,3,-7.18811e+11,2.08789e+12,0,5.60559e-09
234,4,-7.26855e+11,2.08789e+12,0,5.60559e-09
235,1,-8.23212e+11,2.08789e+12,0,5.60559e-09
235,1,-8.20498e+11,2.08789e+12,0,5.60559e-09
235,2,-8.16714e+11,2.08789e+12,0,5.60559e-09
235,1,-8.14076e+11,2.08789e+12,0,5.60559e-09
235,2,-8.10688e+11,2.08789e+12,0,5.60559e-09
235,3,-8.1459e+11,2.08789e+12,0,5.60559e-09
235,1,-7.95396e+11,2.08789e+12,0,5.60559e-09
235,2,-7.95008e+11,2.08789e+12,0,5.60559e-09
235,3,-7.98876e+11,2.08789e+12,0,5.60559e-09
235,4,-7.96884e+11,2.08789e+12,0,5.60559e-09
235,1,-7.73719e+11,2.08789e+12,0,5.60559e-09
235,2,-7.7126e+11,2.08789e+12,0,5.60559e-09
235,3,-7.75073e+11,2.08789e+12,0,5.60559e-09
235,4,-7.76052e+11,2.08789e+12,0,5.60559e-09
235,5,-7.73934e+11,2.08789e+12,0,5.60559e-09
235,1,-5.67446e+11,2.08789e+12,0,5.60559e-09
235,2,-5.63753e+11,2.08789e+12,0,5.60559e-09
235,3,-5.65371e+11,2.08789e+12,0,5.60559e-09
235,4,-5.63089e+11,2.08789e+12,0,5.60559e-09
235,5,-5.61119e+11,2.08795e+12,0,1.58383e-10
235,6,-5.66431e+11,2.08765e+12,0,4.40756e-10
235,1,-3.3853e+11,2.08789e+12,0,5.60559e-09
235,2,-3.44029e+11,2.08789e+12,0,5.60559e-09
235,3,-3.42094e+11,2.08789e+12,0,5.60559e-09
235,4,-3.40046e+11,2.08789e+12,0,5.60559e-09
235,5,-3.38721e+11,2.08789e+12,0,5.60559e-09
235,6,-3.40691e+11,2.08789e+12,0,5.60559e-09
235,7,-3.43208e+11,2.08789e+12,0,5.60559e-09
235,1,-1.04156e+10,2.08789e+12,0,5.60559e-09
235,2,-3.87772e+09,2.08789e+12,0,5.60559e-09
235,3,-1.11457e+10,2.08789e+12,0,5.60559e-09
235,4,-1.13081e+10,2.08789e+12,0,5.60559e-09
235,5,-4.25977e+09,2.08789e+12,0,5.60559e-09
235,6,-8.35025e+09,2.08789e+12,0,5.60559e-09
235,7,-1.05882e+10,2.08789e+12,0,5.60559e-09
235,8,-8.80914e+09,2.08777e+12,0,1.80491e-10
235,1,-1.76914e+10,2.0882e+12,0,8.46973e-10
235,2,-1.739e+10,2.08789e+12,0,5.60559e-09
235,3,-1.96947e+10,2.08789e+12,0,5.60559e-09
235,4,-1.97252e+10,2.08789e+12,0,5.60559e-09
235,5,-1.71055e+10,2.08789e+12,0,5.60559e-09
235,6,-1.62842e+10,2.08789e+12,0,5.60559e-09
235,7,-1.66568e+10,2.08762e+12,0,6.76071e-10
235,8,-1.79587e+10,2.08789e+12,0,5.60559e-09
235,9,-1.94913e+10,2.08789e+12,0,5.60559e-09
235,1,-5.02779e+11,2.08789e+12,0,5.60559e-09
235,2,-5.04359e+11,2.08789e+12,0,5.60559e-09
235,3,-5.05916e+11,2.08789e+12,0,5.60559e-09
235,4,-5.02544e+11,2.08789e+12,0,5.60559e-09
235,5,-5.0964e+11,2.08789e+12,0,5.60559e-09
235,6,-5.03383e+11,2.08789e+12,0,5.60559e-09
235,7,-5.0827e+11,2.08856e+12,0,3.52447e-09
235,8,-5.08745e+11,2.08789e+12,0,5.60559e-09
235,9,-5.0328e+11,2.08789e+12,0,5.60559e-09
235,10,-5.08434e+11,2.08789e+12,0,5.60559e-09
236,1,-8.32377e+11,2.08789e+12,0,5.60559e-09
236,1,-8.26727e+11,2.08789e+12,0,5.60559e-09
236,2,-8.29093e+11,2.08789e+12,0,5.60559e-09
236,1,-8.23136e+11,2.08789e+12,0,5.60559e-09
236,2,-8.28056e+11,2.08789e+12,0,5.60559e-09
236,3,-8.26944e+11,2.08789e+12,0,5.60559e-09
236,1,-8.228e+11,2.08789e+12,0,5.60559e-09
236,2,-8.22163e+11,2.08789e+12,0,5.60559e-09
236,3,-8.23681e+11,2.08789e+12,0,5.60559e-09
236,4,-8.22976e+11,2.08789e+12,0,5.60559e-09
236,1,-8.18981e+11,2.08789e+12,0,5.60559e-09
236,2,-8.19091e+11,2.0887e+12,0,5.12648e-09
