PID,weight,x0,xf,E0,Ef
11,1,-8.08359e+11,2.08789e+12,0,5.60559e-09
11,2,-8.06826e+11,2.08789e+12,0,5.60559e-09
11,3,-8.02968e+11,2.08789e+12,0,5.60559e-09
11,4,-8.05047e+11,2.08789e+12,0,5.60559e-09
11,5,-8.00715e+11,2.08789e+12,0,5.60559e-09
11,6,-8.02207e+11,2.08822e+12,0,8.52818e-10
11,7,-8.03205e+11,2.08789e+12,0,5.60559e-09
11,1,-6.40775e+11,2.08754e+12,0,7.23986e-09
11,2,-6.37903e+11,2.08789e+12,0,5.60559e-09
11,3,-6.39343e+11,2.08789e+12,0,5.60559e-09
11,4,-6.44971e+11,2.08789e+12,0,5.60559e-09
11,5,-6.36953e+11,2.08789e+12,0,5.60559e-09
11,6,-6.40136e+11,2.08789e+12,0,5.60559e-09
11,7,-6.3876e+11,2.08837e+12,0,1.40493e-08
11,8,-6.38852e+11,2.08789e+12,0,5.60559e-09
11,1,-1.89979e+10,2.08789e+12,0,5.60559e-09
11,2,-1.54551e+10,2.08789e+12,0,5.60559e-09
11,3,-1.62396e+10,2.08789e+12,0,5.60559e-09
11,4,-1.72384e+10,2.08789e+12,0,5.60559e-09
11,5,-1.89937e+10,2.08789e+12,0,5.60559e-09
11,6,-1.97818e+10,2.08789e+12,0,5.60559e-09
11,7,-1.78636e+10,2.08831e+12,0,1.39334e-09
11,8,-1.56642e+10,2.08789e+12,0,5.60559e-09
11,9,-2.11301e+10,2.08789e+12,0,5.60559e-09
11,1,-1.79059e+11,2.08789e+12,0,5.60559e-09
11,2,-1.75508e+11,2.08789e+12,0,5.60559e-09
11,3,-1.76042e+11,2.08789e+12,0,5.60559e-09
